"rowKind","section","subdivision","citation","title","classification","classificationBasis","cacheStatus","retrievedAt","contentHash","sourceUrl","selectableRecordIds","analysisRecordIds","analysisStatuses","legacyCleanupQueueIds","duplicateSameCitation","potentialScopeOverlap","priorityArea","actualOffenseCount"
"section","38.12","","Fla. Stat. § 38.12","Resignation, death, or removal of judges; disposition of pending matters and papers","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:20.395Z","013a4e15d7218c0e47e80228712b9b622c19a979da198b96f3473e23017aba2d","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0038/Sections/0038.12.html","","","","","false","false","false",""
"section","38.22","","Fla. Stat. § 38.22","Power to punish contempts","blocked","The section has analysis decisions, but no scope in this section is a current runtime selection.","official_current_cache","2026-09-18T15:26:20.395Z","b66c3db4c8910b04877f59c9e1598708547d0872d9e8b8c1de9b342aff7ff91b","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0038/Sections/0038.22.html","","fl-section-38.22","held","","false","false","false",""
"scope","38.22","","Fla. Stat. § 38.22","Power to punish contempts","blocked","The section grants courts power to punish contempt and sets limits; it does not define a standalone substantive misdemeanor or felony with an exact offense subdivision.","official_current_cache","2026-09-18T15:26:20.395Z","b66c3db4c8910b04877f59c9e1598708547d0872d9e8b8c1de9b342aff7ff91b","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0038/Sections/0038.22.html","","fl-section-38.22","held","","false","false","false",""
"section","38.23","","Fla. Stat. § 38.23","Contempt defined","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:20.395Z","4aef22ff44a252b3b1aeea97acd2a1eb10796ef08813963f7be2635aa64a56dc","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0038/Sections/0038.23.html","","","","","false","false","false",""
"section","61.001","","Fla. Stat. § 61.001","Purpose of chapter","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","756f7a24f171fb20061adf931c72bbf6b6efab82e99c6453b9a17a9211317c47","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.001.html","","","","","false","false","false",""
"section","61.08","","Fla. Stat. § 61.08","Alimony","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","f6679f49bfcc40613fbba62c4e1288f0a221465b6af4a76ef871e298f815aa71","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.08.html","","","","","false","false","false",""
"section","61.09","","Fla. Stat. § 61.09","Alimony and child support unconnected with dissolution","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","6f31fea3f060412cc1e82bb32314ddfb479bdfc0a711af7732d7dc66c0a9bfcf","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.09.html","","","","","false","false","false",""
"section","61.10","","Fla. Stat. § 61.10","Adjudication of obligation to support spouse or minor child unconnected with dissolution; parenting plan","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","91d3306d79889b133871d75a655f1f5d534c28802f292ebf7f6015edc58cc4dc","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.10.html","","","","","false","false","false",""
"section","61.011","","Fla. Stat. § 61.011","Dissolution in chancery","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","87d6fdd9c5cc575d3cb704ff1917b3cfdaa550dde570d622d56e40990b8335bb","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.011.html","","","","","false","false","false",""
"section","61.11","","Fla. Stat. § 61.11","Writs","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","0fc03f86e3944779f35be7b15e2e97efec14d227fc818863c2ba76fd8544299a","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.11.html","","","","","false","false","false",""
"section","61.12","","Fla. Stat. § 61.12","Attachment or garnishment of amounts due for alimony or child support","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","8b0d6a51117b6c527f9d844440d4612a9249e3213f14e7660dcdeb8f90bbd295","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.12.html","","","","","false","false","false",""
"section","61.13","","Fla. Stat. § 61.13","Support of children; parenting and time-sharing; powers of court","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","205b44aacb63c072f9d4b79345d0469246e84d11389be7b734e6aed3a32e88ee","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.13.html","","","","","false","false","false",""
"section","61.14","","Fla. Stat. § 61.14","Enforcement and modification of support, maintenance, or alimony agreements or orders","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","6466b66eaac29f1cb2c6a07f3f04548b1cfa19aaffd69a6e8b9f5c2d35a553e2","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.14.html","","","","","false","false","false",""
"section","61.16","","Fla. Stat. § 61.16","Attorney’s fees, suit money, and costs","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","33f6fd698e300dbc99d5f8bf9587f6eb78cec92c59b0e9b032be4530de790ba0","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.16.html","","","","","false","false","false",""
"section","61.17","","Fla. Stat. § 61.17","Alimony and child support; additional method for enforcing orders and judgments; costs, expenses","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","024fa3438c13a1c771f7ef0592271ae6ed2cf3bf4c82943f2bf48ff10d5356d5","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.17.html","","","","","false","false","false",""
"section","61.18","","Fla. Stat. § 61.18","Alimony and child support; default in undertaking of bond posted to ensure payment","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","e2bc7b013532e6f4110e47c037167257ea88835786060ae225b04fb2ccd70d98","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.18.html","","","","","false","false","false",""
"section","61.19","","Fla. Stat. § 61.19","Entry of judgment of dissolution of marriage, delay period","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","cf11a0c530d2ab40eac309a77ee36a82d2e0b3232f007f72d75d17d84e257994","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.19.html","","","","","false","false","false",""
"section","61.20","","Fla. Stat. § 61.20","Social investigation and recommendations regarding a parenting plan","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","74c951572dd35c9d61af1502b0e0c1d4662d477a0b53c24104d9617ee6b3e40f","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.20.html","","","","","false","false","false",""
"section","61.021","","Fla. Stat. § 61.021","Residence requirements","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","6f9ea284fcd4cbeb858eb663992bc4f4ac3ea91f70e8c271642ae5192ad9d0a9","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.021.html","","","","","false","false","false",""
"section","61.21","","Fla. Stat. § 61.21","Parenting course authorized; fees; required attendance authorized; contempt","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","cc7fb3548269f9d1ce3f963197cdd2dc2157bbbbfa80da8490d5916f36ee0d41","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.21.html","","","","","false","false","false",""
"section","61.29","","Fla. Stat. § 61.29","Child support guidelines; principles; applicability","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","bac865905a14464eb193dfbade1632e3927c72a68802d433ee2baad6c3c99c32","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.29.html","","","","","false","false","false",""
"section","61.30","","Fla. Stat. § 61.30","Child support guidelines; retroactive child support","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","91220210ed28553ad9db6573586260f3e8d9273135467ae8e5927d08c080ac17","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.30.html","","","","","false","false","false",""
"section","61.031","","Fla. Stat. § 61.031","Dissolution of marriage to be a vinculo","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","9c55d7bd6377afe6cef786bae6ba83754050062c8ea2a60f0a88694d2248b393","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.031.html","","","","","false","false","false",""
"section","61.31","","Fla. Stat. § 61.31","Amount of support for a dependent adult child","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","b7a840d9ad59280f2b315480ad1df08f4ab023c96878c801d1553e13ad3c1f00","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.31.html","","","","","false","false","false",""
"section","61.043","","Fla. Stat. § 61.043","Commencement of a proceeding for dissolution of marriage or for alimony and child support; dissolution questionnaire","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","003af64181bd16ff50549df9a7c06629e416f3cfc61dae648941b90a986d14a4","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.043.html","","","","","false","false","false",""
"section","61.044","","Fla. Stat. § 61.044","Certain existing defenses abolished","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","25a3dccdf5adebdf3e0e6c7e8cd082478fef8f8cb28df2fba999f77d7589be67","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.044.html","","","","","false","false","false",""
"section","61.45","","Fla. Stat. § 61.45","Court-ordered parenting plan; risk of violation; bond","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","f9fc2da5dfc49d6dabf786d24d6cad054a381e76d9bbf877b8374ad99621f7c2","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.45.html","","","","","false","false","false",""
"section","61.046","","Fla. Stat. § 61.046","Definitions","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","9ccad0bfa03d09304d9ec5a6281a3b400ce7d459c5a9a78c9b9282754eb15bc8","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.046.html","","","","","false","false","false",""
"section","61.052","","Fla. Stat. § 61.052","Dissolution of marriage","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","5817a7d91c8f7faf14c2235e15c6d53b4792d19128eaa53d0c75adee8e013104","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.052.html","","","","","false","false","false",""
"section","61.55","","Fla. Stat. § 61.55","Purpose","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","f4026eb4ab917ae63d71cb9fc527686d8459ca1752050fe8cb53ff9eed79ab65","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.55.html","","","","","false","false","false",""
"section","61.56","","Fla. Stat. § 61.56","Definitions","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","4523ff50164388938d424a4f93ddcc7dec792d48cb1acbe37a0f46f1f20b4eeb","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.56.html","","","","","false","false","false",""
"section","61.57","","Fla. Stat. § 61.57","Beginning, concluding, and terminating a collaborative law process","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","bff8934bbc823460588474880910a9de211c575711bf9aa77e834a378987e5a4","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.57.html","","","","","false","false","false",""
"section","61.58","","Fla. Stat. § 61.58","Confidentiality of a collaborative law communication","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","3dff92e3e994fe77f2fe8b50252320c198e79e18c413647dd0febcf9714267df","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.58.html","","","","","false","false","false",""
"section","61.061","","Fla. Stat. § 61.061","Proceedings against nonresidents","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","862f215b638fb8474d1214f72cf3b67a29edd63b4b26fb0e8339f69cfb164f5e","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.061.html","","","","","false","false","false",""
"section","61.071","","Fla. Stat. § 61.071","Alimony pendente lite; suit money","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","c04bca26e51dd3b3c2e6a812343ea325a3a52e2ce5cd5d835431c7a0e35831b2","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.071.html","","","","","false","false","false",""
"section","61.075","","Fla. Stat. § 61.075","Equitable distribution of marital assets and liabilities","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","b02e8e53a107bd1767e0f5c3e1d026a983c2d880d58772c90892866b4e86efd8","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.075.html","","","","","false","false","false",""
"section","61.076","","Fla. Stat. § 61.076","Distribution of retirement plans upon dissolution of marriage","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","6ab3d387dd4024e37a1b1685e21c9a625d5b72c180272a460bddcc0598826147","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.076.html","","","","","false","false","false",""
"section","61.077","","Fla. Stat. § 61.077","Determination of entitlement to setoffs or credits upon sale of marital home","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","dacde84c4353ea5b17f3058a22213fe97fdf9bb1f113a02e44314df2376218d6","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.077.html","","","","","false","false","false",""
"section","61.079","","Fla. Stat. § 61.079","Premarital agreements","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","9e36946c67712622fd71a81ce908fbdb89d35d54d955562dcc0b1f08bd436ae3","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.079.html","","","","","false","false","false",""
"section","61.122","","Fla. Stat. § 61.122","Parenting plan recommendation; presumption of psychologist’s good faith; prerequisite to parent’s filing suit; award of fees, costs, reimbursement","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","30c72494769eb3c95a529d830e50734e9c7acd1b5a847d39b3a5627edd0aba40","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.122.html","","","","","false","false","false",""
"section","61.125","","Fla. Stat. § 61.125","Parenting coordination","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","9287b250eb8987c2ae08a03413811f1bece728c7d20df2cd57470c3e96257f37","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.125.html","","","","","false","false","false",""
"section","61.181","","Fla. Stat. § 61.181","Depositories for alimony transactions, support, maintenance, and support payments; fees","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","f5498458c47b724b88c9625f30c46b4f47fd97c6d6950b13e7d38d662a9178c7","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.181.html","","","","","false","false","false",""
"section","61.183","","Fla. Stat. § 61.183","Mediation of certain contested issues","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","196ad90b1d7ff14b286bf3448dc4a85685f1dc1d1f2f59e71ef18062b9d0e2e3","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.183.html","","","","","false","false","false",""
"section","61.191","","Fla. Stat. § 61.191","Application","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","2b95e5cc27fa10373c73270585394d8dac94279824b4efa8571c8d3705e75c34","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.191.html","","","","","false","false","false",""
"section","61.0401","","Fla. Stat. § 61.0401","Application of the law of a foreign country in courts relating to matters arising out of or relating to this chapter and chapter 88","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","6558bebcc752b2e1298d502f5a5d3f162fb59bcfb3cf20e52c858937641f77c2","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.0401.html","","","","","false","false","false",""
"section","61.401","","Fla. Stat. § 61.401","Appointment of guardian ad litem","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","ad1cc7e7d32e837360445df4ef1e0406ebeffc315116de4d876c8b12da79dbc0","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.401.html","","","","","false","false","false",""
"section","61.402","","Fla. Stat. § 61.402","Qualifications of guardians ad litem","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","47bcfa62a668dd8e80514b1e4c57d02a74fe037462f2431ff54b6c02bb057435","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.402.html","","","","","false","false","false",""
"section","61.403","","Fla. Stat. § 61.403","Guardians ad litem; powers and authority","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","450d450426c96b8cc31667f56c2f339017193cee56173a53c8f607e5acfbe345","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.403.html","","","","","false","false","false",""
"section","61.404","","Fla. Stat. § 61.404","Guardians ad litem; confidentiality","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","9d102ec3c32e21b8016923286f57c16afcaa63545b79bbadbd22bedfa13cfae8","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.404.html","","","","","false","false","false",""
"section","61.405","","Fla. Stat. § 61.405","Guardians ad litem; immunity","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","caae1995e3fd7c88ee274249ba9f31f7dd4ed31bc405d41d5943d872192f850f","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.405.html","","","","","false","false","false",""
"section","61.455","","Fla. Stat. § 61.455","Court-ordered parenting plan; neutral safe exchange location or a location authorized by a supervised visitation program","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","dac81335bed092fd260fcd95d0e781611b0ea74a94f3c3ab07f6f1df5e566581","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.455.html","","","","","false","false","false",""
"section","61.501","","Fla. Stat. § 61.501","Short title","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","0643a0ec43adf3960e44b947c396764f4dc53425293e284a3e46acffee82e6d4","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.501.html","","","","","false","false","false",""
"section","61.502","","Fla. Stat. § 61.502","Purposes of part; construction of provisions","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","fecd11e19cb270f64e2c2f72a8f59fefba24ba43966e01e0f5b28d34f391eda4","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.502.html","","","","","false","false","false",""
"section","61.503","","Fla. Stat. § 61.503","Definitions","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:23.662Z","a60b437a689ee1ad4cfdb5d517928c16af9a7fe9429733e400a24be30342c312","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0000-0099/0061/Sections/0061.503.html","","","","","false","false","false",""
