chargeId,catalogLabel,proposedAlias,citation,subdivision,officialCodeUrl,approvedDisplayName,decision,reviewer,reviewedAt,note
nc-conspiracy,Criminal Conspiracy,Punishment for conspiracy to commit a felony,N.C. Gen. Stat. § 14-2.4,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-2.4.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is just expanding on the punishment for conspiracy, not the conspiracy charge itself"
nc-contempt-of-court,Contempt of Court,Criminal contempt,N.C. Gen. Stat. § 5A-11,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_5A/GS_5A-11.html,Criminal Contempt ,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_5A/GS_5A-11.html
nc-credit-card-fraud,Credit Card Fraud,Financial transaction card theft,N.C. Gen. Stat. § 14-113.9,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-113.9.html,Credit Card Theft/Fraud,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-113.9.html
nc-criminal-attempt,Criminal Attempt,Punishment for attempt to commit a felony or misdemeanor,N.C. Gen. Stat. § 14-2.5,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-2.5.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is just expanding on the punishment for attempt, not the attempt charge itself"
nc-criminal-solicitation,Criminal Solicitation,Punishment for solicitation to commit a felony or misdemeanor,N.C. Gen. Stat. § 14-2.6,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-2.6.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is just expanding on the punishment for solicitation, not the solicitation charge itself"
nc-criminally-negligent-homicide,Criminally Negligent Homicide,Punishment for manslaughter,N.C. Gen. Stat. § 14-18,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-18.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is just expanding on the punishment for manslaughter, not the manslaughter charge itself"
nc-curfew-violation,Curfew Violation,Curfews,N.C. Gen. Stat. § 153A-142,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_153A/GS_153A-142.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is just stating that a county can impose a curfew"
nc-defective-vehicle-equipment,Defective Vehicle Equipment / Broken Taillight,Trailers and towed vehicles,N.C. Gen. Stat. § 20-123,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-123.html,,reject,Shahab Asghar,2026-09-02,"This is not a relevant charge, exclude"
nc-discharge-of-firearm-in-city,Discharge of Firearm in City,Discharging certain barreled weapons or a firearm into occupied property,N.C. Gen. Stat. § 14-34.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-34.1.html,Discharge Firearm into Occupied Property,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-34.1.html
nc-distribution-of-controlled-substance,Distribution of Controlled Substance,Violations; penalties,N.C. Gen. Stat. § 90-95(a)(1),(a)(1),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Distribution or Intent to Distribute Controlled Substance,approve,Shahab Asghar,2026-09-02,"Note that there are a number of other separate charges in this section e.g. intent to distribute counterfeit substance (a)(2); possession of controlled substance (a)(3). If those aren't captured elsewhere, we should capture them. "
nc-disturbing-the-peace,Disturbing the Peace,Disorderly conduct,N.C. Gen. Stat. § 14-288.4,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-288.4.html,,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-288.4.html
nc-domestic-violence-assault,Domestic Violence Assault,Domestic violence; definition,N.C. Gen. Stat. § 50B-1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_50B/GS_50B-1.html,Domestic Violence,approve,Shahab Asghar,2026-09-02,"This Is just the definition of the charge, not the punishment. "
nc-domestic-violence-protective-order-violation,DVPO Violation,Violation of valid protective order,N.C. Gen. Stat. § 50B-4.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_50B/GS_50B-4.1.html,Protective Order Violation ,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_50B/GS_50B-4.1.html
nc-driving-while-license-revoked,Driving While License Revoked,"Unlawful to drive while license revoked, after notification, or while disqualified",N.C. Gen. Stat. § 20-28,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-28.html,Driving While License Revoked,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-28.html
nc-driving-while-suspended,Driving While Suspended,"Unlawful to drive while license revoked, after notification, or while disqualified",N.C. Gen. Stat. § 20-28,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-28.html,,reject,Shahab Asghar,2026-09-02,"This is already covered by row 37, there is no distinct charge for suspension, just revoked license"
nc-drug-school-zone-enhancement,Drug Offense in a School Zone (Proximity Enhancement),Violations; penalties,N.C. Gen. Stat. § 90-95(e)(8),(e)(8),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Drug Offense in a School Zone,approve,Shahab Asghar,2026-09-02,"Note that there are a number of other separate charges in this section e.g. intent to distribute counterfeit substance (a)(2); possession of controlled substance (a)(3). If those aren't captured elsewhere, we should capture them. "
nc-drug-trafficking,Drug Trafficking,Violations; penalties,N.C. Gen. Stat. § 90-95(h),(h),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Drug Trafficking,approve,Shahab Asghar,2026-09-02,"Note that there are a number of other separate charges in this section e.g. intent to distribute counterfeit substance (a)(2); possession of controlled substance (a)(3). If those aren't captured elsewhere, we should capture them. "
nc-dui-first-offense,DUI First Offense,Impaired driving,N.C. Gen. Stat. § 20-138.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-138.1.html,Impaired Driving,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-138.1.html
nc-dui-second-offense,DUI Second Offense,Sentencing hearing after conviction for impaired driving; determination of grossly aggravating and aggravating and mitigating factors; punishments,N.C. Gen. Stat. § 20-179(c),(c),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-179.html,,reject,Shahab Asghar,2026-09-02,"This is sentencing guidance, not a charge description. It is relevant when providing guidance on remedies, but not the underlying charge. "
nc-dui-third-offense,DUI Third Offense,Sentencing hearing after conviction for impaired driving; determination of grossly aggravating and aggravating and mitigating factors; punishments,N.C. Gen. Stat. § 20-179(d),(d),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-179.html,,reject,Shahab Asghar,2026-09-02,"This is sentencing guidance, not a charge description. It is relevant when providing guidance on remedies, but not the underlying charge. "
nc-embezzlement,Embezzlement,Embezzlement of property received by virtue of office or employment,N.C. Gen. Stat. § 14-90,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-90.html,Embezzlement via Office or Employment,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-90.html
nc-expired-inspection,Driving with Expired/No Inspection,Description of vehicles subject to safety or emissions inspection; definitions,N.C. Gen. Stat. § 20-183.2,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-183.2.html,,reject,Shahab Asghar,2026-09-02,"This is not a criminal charge, just a description or cars subject to inspection. Remove. "
nc-expired-registration,Driving with Expired Registration,Violation of registration provisions,N.C. Gen. Stat. § 20-111,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-111.html,Driving Without Registration,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-111.html
nc-failure-to-pay-child-support,Criminal Nonsupport / Failure to Pay Child Support,Abandonment and failure to support spouse and children,N.C. Gen. Stat. § 14-322,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-322.html,Failure to Support Spouse and Children,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-322.html
nc-fake-id,Possession of Fake/Fraudulent ID,Sale to or purchase by underage persons,N.C. Gen. Stat. § 18B-302(e),(e),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_18B/GS_18B-302.html,Fraudulent Use of Identification,approve,Shahab Asghar,2026-09-02,"This is correct for subsection (e). There are other charges in the other subsections that we should cover if we haven't already (see (a), (b), and (c) and (f). "
nc-false-info-to-police,Providing False Information to Police,False reports to law enforcement agencies or officers,N.C. Gen. Stat. § 14-225,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-225.html,False Reports to Law Enforcement,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-225.html
nc-felon-in-possession-of-firearm,Felon in Possession of Firearm,"Possession of firearms, etc., by felon prohibited",N.C. Gen. Stat. § 14-415.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-415.1.html,Possession of Firearms by Felon,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-415.1.html
nc-felony-murder,Felony Murder,Murder in the first and second degree defined; punishment,N.C. Gen. Stat. § 14-17,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-17.html,,reject,Shahab Asghar,2026-09-02,This is not Felony Murder. Also there are different charges by subsection. Subsection (a) is Murder in the First Degree. Update this. Subjsection (b) is Murder in the Second Degree. Murder in the First Degree and Murder in the Second Degree should be presented as separate charges on OpenDefender. 
nc-firearm-in-felony-enhancement,Use of a Firearm in Commission of a Felony,Aggravated and mitigated sentences,N.C. Gen. Stat. § 15A-1340.16A,A,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_15A/GS_15A-1340.16.html,,reject,Shahab Asghar,2026-09-02,"This is not a separate charge, this is guidnace on aggravating and mitigating factors in determining a sentence. Remove as a separate charge. This section provides general guidance on punishment, and what might be aggravating or mitigating factors in their case, and that's it. "
nc-forgery,Forgery,"Forgery of notes, checks, and other securities; counterfeiting of instruments",N.C. Gen. Stat. § 14-119,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-119.html,Forgery or Counterfeiting,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-119.html
nc-gang-enhancement,Criminal Street Gang Enhancement,Enhanced offense for misdemeanor criminal gang activity,N.C. Gen. Stat. § 14-50.22,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-50.22.html,Criminal Street Gang Enhancement,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-50.22.html
nc-grand-theft-in-the-first-degree,Grand Theft in the First Degree,Larceny of property; receiving stolen goods or possessing stolen goods,N.C. Gen. Stat. § 14-72,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.html,Larceny - Receiving or Possesing Stolen Goods,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.html
nc-grand-theft-in-the-second-degree,Grand Theft in the Second Degree,Larceny of property; receiving stolen goods or possessing stolen goods,N.C. Gen. Stat. § 14-72,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.html,Larceny - Receiving or Possesing Stolen Goods,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.html
nc-hate-crime-enhancement,Hate Crime Enhancement,"Punishment of misdemeanors, infamous offenses, offenses committed in secrecy and malice, or with deceit and intent to defraud, or with ethnic animosity",N.C. Gen. Stat. § 14-3(c),(c),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-3.html,Hate Crime Enhancement,approve,Shahab Asghar,2026-09-02,This is only true for subsection (c). https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-3.html
nc-hit-and-run,Hit and Run,"Duty to stop in event of a crash; furnishing information or assistance to injured person, etc.; persons assisting exempt from civil liability",N.C. Gen. Stat. § 20-166,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-166.html,Duty to Stop - Hit and Run,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-166.html
nc-hunting-fishing-no-license,Fishing / Hunting Without a License,Exemptions and exceptions to license and permit requirements,N.C. Gen. Stat. § 113-276,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_113/GS_113-276.html,,reject,Shahab Asghar,2026-09-02,This provision is about exceptions to licensing requirements. Remove. 
nc-illegal-camping,Illegal Camping / Sleeping in Public,First degree trespass,N.C. Gen. Stat. § 14-159.12,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-159.12.html,Trespass - First Degree,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-159.12.html
nc-illegal-fireworks,Illegal Discharge of Fireworks,"Manufacture, sale and use of pyrotechnics prohibited; exceptions; license required; sale to persons under the age of 16 prohibited",N.C. Gen. Stat. § 14-410,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-410.html,Illegal Discharge of Fireworks,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-410.html
nc-indecent-exposure,Indecent Exposure / Public Urination,Indecent exposure,N.C. Gen. Stat. § 14-190.9,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-190.9.html,Indecent exposure,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-190.9.html
nc-injury-to-personal-property,Injury to Personal Property,Willful and wanton injury to personal property; punishments,N.C. Gen. Stat. § 14-160,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-160.html,Willful and Wonton Injury to Personal Property,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-160.html
nc-insurance-fraud,Insurance Fraud,False statement to procure or deny benefit of insurance policy or certificate,N.C. Gen. Stat. § 58-2-161,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_58/GS_58-2-161.html,Insurance Fraud,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_58/GS_58-2-161.html
nc-involuntary-manslaughter,Involuntary Manslaughter,Punishment for manslaughter,N.C. Gen. Stat. § 14-18,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-18.html,,reject,Shahab Asghar,2026-09-02,"This provision is just about punishment, it does not cover the charge itself. "
nc-juvenile-delinquency-felony,Juvenile Delinquency Adjudication (Felony-Level Act),Definitions,N.C. Gen. Stat. § 7B-1501(7),(7),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_7B/GS_7B-1501.html,,reject,Shahab Asghar,2026-09-02,This provision just covers definitions and should not be relied on for charges. 
nc-juvenile-delinquency-misdemeanor,Juvenile Delinquency Adjudication (Misdemeanor-Level Act),Definitions,N.C. Gen. Stat. § 7B-1501(7),(7),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_7B/GS_7B-1501.html,,reject,Shahab Asghar,2026-09-02,This provision just covers definitions and should not be relied on for charges. 
nc-juvenile-firearm-possession,Juvenile Firearm Possession,Weapons on campus or other educational property,N.C. Gen. Stat. § 14-269.2,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-269.2.html,Posession of Weapons on Educational Property,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-269.2.html
nc-juvenile-transfer-adult-court,Juvenile Transfer to Adult Court (Waiver Hearing),Transfer of jurisdiction of a juvenile under the age of 16 to superior court,N.C. Gen. Stat. § 7B-2200,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_7B/GS_7B-2200.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is guidance on jurisdiction transfer for juveniles. Not relevant. Remove. "
